datetime,lat,lon,depth,magnitude
2017-01-30 06:56:16.700,39.59600,26.42430,8.30,4.00
2017-02-06 03:51:39.800,39.54530,26.10870,11.00,5.20
2017-02-06 04:17:28.740,39.54130,26.10150,11.70,4.10
2017-02-06 10:58:01.230,39.52480,26.09970,13.90,5.10
2017-02-06 11:45:00.870,39.53130,26.09380,12.60,4.30
2017-02-07 02:24:02.900,39.52350,26.12420,12.70,5.20
2017-02-07 05:15:50.570,39.52530,26.14700,11.60,4.30
2017-02-07 05:17:08.170,39.53650,26.16430,5.40,4.50
2017-02-07 21:00:53.630,39.53070,26.15030,11.40,4.30
2017-02-07 21:34:59.110,39.53520,26.14430,8.70,4.10
2017-02-07 22:53:28.920,39.51770,26.06600,15.60,4.10
2017-02-08 01:38:03.230,39.53100,26.14280,10.40,4.50
2017-02-08 02:16:13.610,39.53580,26.13950,10.60,4.10
2017-02-09 10:13:10.200,39.54220,26.06650,11.70,4.10
2017-02-10 08:55:25.260,39.51820,26.14880,11.30,4.70
2017-02-11 22:01:13.570,39.55550,26.12830,9.20,4.00
2017-02-12 12:14:49.160,39.54630,26.05930,10.50,4.00
2017-02-12 13:48:15.210,39.49970,26.11670,13.30,5.20
2017-02-16 00:18:59.870,39.52050,26.05470,13.70,4.50
2017-02-23 01:55:13.660,39.56100,26.09400,7.90,4.30
2017-02-28 23:27:33.410,39.48470,26.06370,11.20,4.50
2017-03-20 07:00:17.920,39.54770,26.11130,4.30,4.20
2017-03-24 15:19:05.710,39.54900,26.09730,11.70,4.10
2017-04-02 05:32:42.410,38.64300,27.56900,9.50,4.20
2017-04-04 13:00:38.130,38.61200,27.60170,4.00,4.10
2017-04-05 22:08:11.080,38.62520,27.57250,10.60,4.10
2017-04-19 11:23:11.910,38.58680,27.68470,2.10,4.20
2017-04-19 11:24:58.670,38.64720,27.59720,5.00,4.00
2017-04-19 16:44:39.410,38.62670,27.59520,4.90,4.00
2017-04-20 14:11:24.920,39.41070,28.45420,6.40,4.20
2017-04-21 13:09:20.590,38.80030,29.05650,7.20,4.90
2017-04-21 14:12:20.960,38.65130,27.60080,13.10,4.90
2017-05-27 15:53:23.180,38.73900,27.82970,11.80,5.10
2017-05-28 02:14:58.750,38.73300,27.79470,10.10,4.40
2017-05-28 02:16:41.130,38.75050,27.84470,7.80,4.40
2017-05-28 02:50:25.590,38.72000,27.78450,9.40,4.80
2017-05-28 02:52:55.500,38.74250,27.79300,10.90,4.90
2017-05-28 03:02:00.360,38.69020,27.79080,7.20,4.10
2017-05-28 04:38:19.480,38.73750,27.79350,10.60,4.50
2017-05-28 07:34:01.180,38.74620,27.78280,6.00,4.30
2017-05-28 08:49:47.630,38.75980,27.80380,8.30,4.30
2017-05-28 11:04:58.570,38.72720,27.77380,8.70,4.90
2017-06-12 12:28:37.530,38.84680,26.32520,14.40,6.10
2017-06-12 12:31:39.980,38.96900,26.15170,13.90,4.30
2017-06-12 14:19:46.880,38.84980,26.33880,15.30,4.20
2017-06-12 15:25:02.180,38.87970,26.24880,16.80,4.00
2017-06-12 16:30:14.910,38.83270,26.33600,9.60,4.10
2017-06-12 18:25:41.520,38.89650,26.15220,24.10,4.00
2017-06-12 18:29:28.030,38.82370,26.31880,11.20,4.00
2017-06-13 03:19:57.800,38.83880,26.39820,10.20,4.10
2017-06-14 04:35:54.160,38.84830,26.34230,15.70,4.00
2017-06-16 09:46:17.870,38.26720,26.44150,7.80,4.10
2017-06-16 13:25:49.600,38.79770,26.41520,5.00,4.20
2017-06-17 03:40:36.850,38.91830,26.24330,12.70,4.60
2017-06-17 19:33:32.460,38.83700,26.46230,14.00,4.30
2017-06-17 19:50:04.470,38.85080,26.44650,12.70,5.40
2017-06-22 02:48:52.400,38.82650,26.46870,15.00,4.80
2017-06-22 08:56:33.660,38.65530,27.52650,11.30,4.10
2017-07-05 07:26:05.220,38.63150,27.58830,11.00,4.20
2017-08-05 03:20:51.500,38.95300,26.62020,10.70,4.40
2017-08-13 08:51:47.150,38.79920,27.80480,8.50,4.10
2017-09-09 11:39:19.400,38.92200,26.67850,11.70,4.10
2017-09-16 08:12:41.000,39.43100,26.37500,11.90,4.20
2017-09-22 04:20:21.270,38.95630,26.26550,8.50,4.20
2017-11-11 08:56:37.740,38.85300,27.46980,17.50,4.10
2017-11-19 09:14:47.390,38.71900,26.30700,8.40,4.10
2017-12-25 05:13:50.000,38.57500,26.73580,17.50,4.60
2018-01-14 11:56:17.800,39.56050,26.00970,7.00,4.00
2018-05-03 02:04:33.410,39.97970,26.92430,12.70,4.20
2018-06-27 01:00:48.470,38.82830,26.40580,11.80,4.10
2018-09-06 23:53:33.630,38.90130,26.43080,13.30,4.00
2018-09-07 22:34:34.690,38.89230,26.44330,11.00,4.00
2018-10-28 08:15:35.510,38.20080,26.85570,14.50,4.00
2018-11-07 10:38:14.490,38.78070,26.51380,11.60,4.00
2019-01-25 20:20:33.900,38.58230,27.10120,16.00,4.10
2019-01-27 03:15:41.200,39.02220,27.75670,12.80,4.10
2019-02-20 18:23:27.940,39.61730,26.40880,8.20,5.00
2019-04-29 18:02:43.270,39.39950,26.31920,11.60,4.30
2019-05-12 22:24:08.580,39.33070,27.92230,7.70,4.50
2019-08-08 08:39:07.640,38.01820,26.85680,12.90,4.80
2019-12-10 20:14:02.710,39.44520,27.92450,9.20,4.80
2019-12-10 20:24:04.930,39.45000,27.91800,9.90,4.30
2019-12-10 20:46:18.060,39.45220,27.91500,8.70,4.10
2020-01-22 14:46:30.880,38.86370,27.28900,8.90,4.00
2020-01-22 19:22:15.700,39.05770,27.83900,12.20,5.60
2020-01-22 19:25:13.240,39.07370,27.84130,12.70,4.40
2020-01-22 20:17:38.500,39.06420,27.84770,11.60,4.30
2020-01-22 21:30:10.720,39.03920,27.84050,9.60,4.00
2020-01-22 21:52:05.210,39.06570,27.85980,13.90,4.00
2020-01-22 22:39:18.050,39.02920,27.85500,12.50,4.20
2020-01-23 00:45:22.930,39.04000,27.84670,10.20,4.30
2020-01-24 03:04:38.370,39.02500,27.87480,6.60,4.00
2020-01-25 17:49:47.510,39.03880,27.83380,13.20,4.10
2020-01-28 11:26:13.610,39.10450,27.83830,13.60,5.10
2020-01-28 14:53:50.800,39.09250,27.83800,13.70,4.20
2020-01-28 20:10:26.620,39.01550,27.84980,10.60,4.50
2020-02-02 00:23:47.340,38.99900,27.85620,15.40,4.70
2020-02-02 03:25:41.980,39.07850,27.82420,13.70,4.00
2020-02-02 11:36:40.070,39.08850,27.86620,13.70,4.20
2020-02-03 21:18:03.920,38.99970,27.85220,9.90,4.00
2020-02-04 01:27:28.780,38.99600,27.86250,6.60,4.00
2020-02-04 08:43:15.480,38.98270,27.87030,10.20,4.00
2020-02-04 16:47:09.260,38.99220,27.86150,10.50,4.10
2020-02-04 17:55:23.370,38.97930,27.83970,9.40,4.70
2020-02-08 05:39:30.720,38.99650,27.85180,9.00,4.00
2020-02-18 16:09:22.340,39.10600,27.82570,13.00,5.10
2020-02-18 16:45:18.090,39.10600,27.81550,8.80,4.00
2020-02-18 21:23:09.000,39.10880,27.80300,12.70,4.30
2020-02-23 12:40:17.430,38.99570,27.87500,11.50,4.50
2020-02-24 02:43:33.350,38.99070,27.87670,10.40,5.00
2020-03-29 05:56:39.210,39.01430,27.83270,10.70,4.10
2020-04-16 02:49:09.100,39.09480,27.81870,13.00,4.40
2020-04-19 08:32:02.100,39.10430,27.80050,7.80,4.20
2020-05-29 05:40:08.400,39.09870,27.77830,7.90,4.10
2020-06-26 07:21:12.180,38.78850,27.79370,10.90,5.20
2020-07-16 18:09:25.980,38.40370,26.68500,18.40,4.40
2021-02-01 05:03:23.870,38.97480,26.04420,8.10,4.10
2021-02-01 05:46:51.810,38.95350,26.06430,13.70,4.90
2021-02-01 05:47:52.920,38.97730,26.07430,5.00,4.90
2021-02-01 06:00:04.590,38.95570,26.05680,11.00,4.60
2021-02-01 06:34:10.740,38.96380,26.04270,6.70,4.00
2021-02-01 08:35:16.640,38.96070,26.02020,13.70,5.20
2021-02-01 13:10:15.060,38.94880,26.06100,10.00,4.70
2021-02-01 20:46:15.200,38.97650,26.04400,13.50,4.70
2021-02-06 16:09:14.980,38.94120,26.05570,9.20,4.20
2021-02-06 18:22:47.620,38.94280,26.05680,8.70,4.10
